src,dst
1054,5203
1054,1219
1054,4112
1054,2859
1054,8539
1054,1159
1054,2704
1054,1798
1054,1176
1054,9220
1054,1403
1054,3175
1054,2504
1054,3329
1054,1303
1054,1345
1054,1274
1054,2613
1054,1269
1054,4698
1054,1218
1054,8534
1054,3286
1054,1158
1054,5242
1054,1280
1054,1304
1054,5634
1054,1344
1054,2689
1054,1743
1054,1217
1054,2663
1055,16663
1055,13149
1055,16678
1055,11669
1055,16701
1055,11619
1055,11617
1055,16702
1055,16666
1055,16024
1055,10829
1055,9165
1055,16658
1055,16022
1055,16674
1055,13780
1055,16699
1055,9381
1055,10580
1055,5393
1055,16670
1055,16023
1055,11609
1055,7894
1055,12275
1055,11608
1055,16740
1056,585
1056,5973
1056,7139
1056,8827
1056,5945
1056,16758
1056,16762
1056,11511
1056,14659
1056,4759
1056,16753
1056,14963
1056,16773
1056,8997
1056,16768
1056,16760
1056,6090
1056,16750
1056,16772
1056,16761
1056,10730
1056,16744
1056,16754
1056,9010
1056,10019
1056,16828
1056,16829
1056,7547
1056,5391
1056,6684
1056,8260
1056,692
1056,16831
1056,10109
1056,16833
1056,6571
1056,16834
1056,9794
1056,16835
1056,15759
1056,16839
1056,16840
1056,1453
1056,16841
1056,16842
1056,16843
1056,6299
1056,16844
1056,16845
1056,16397
1056,16848
1056,12320
1056,7366
1056,16855
1056,16856
1057,36
1057,525
1057,595
1057,632
1057,628
1057,609
1057,610
1057,634
1057,802
1057,880
1057,978
1057,1013
1057,1135
1057,1143
1057,1314
1057,1335
1057,1377
1057,1341
1057,1383
1057,1433
1057,1938
1057,1917
1057,2674
1057,5175
1057,6088
1057,10038
1057,10981
1057,10965
1057,11067
1057,12199
1057,14889
1057,16985
1057,17042
1058,27
1058,7
1058,191
1058,867
1058,856
1058,933
1058,1451
1058,863
1058,2832
1058,4006
1058,4379
1058,4792
1058,4856
1058,5507
1058,5509
1058,5841
1058,5857
1058,5945
1058,6668
1058,6947
1058,7538
1058,7651
1058,8515
1058,8786
1058,10366
1058,10762
1058,11189
1058,12503
1058,12498
1058,12856
1058,16353
1058,16380
1058,16752
1058,18335
1058,18896
1058,20842
1058,20841
1058,21235
1058,21806
1058,22077
1058,23341
1058,24447
1058,25305
1058,25735
1058,26262
1058,26396
1058,26424
1058,26532
1058,27767
1058,29477
1058,29832
1058,30097
1058,32620
1058,32703
1058,32972
1058,33039
1058,33089
1058,33133
1058,33858
1058,33883
1058,34131
1059,40
1059,188
1059,695
1059,658
1059,786
1059,2237
1059,4165
1059,9260
1059,3571
1059,3305
1059,1243
1059,16763
1059,7243
1059,3322
1059,2806
1059,3112
1060,40
1060,259
1060,711
1060,1701
1060,4228
1060,2040
1060,209
1060,2611
1061,40
1061,158
1061,203
1061,173
1061,221
1061,208
1061,409
1061,410
1061,466
1061,733
1061,658
1061,855
1061,886
1061,918
1061,945
1061,977
1061,941
1061,1014
1061,2783
1061,1877
1061,4398
1061,2506
1061,472
1061,8741
1061,3109
1061,9157
1061,4999
1061,8896
1061,5722
1061,4696
1062,7596
1062,7636
1062,8016
1062,11530
1062,12842
1062,13449
1062,15756
1062,16093
1062,16640
1062,16639
1062,16633
1062,17507
1062,19256
1062,22137
1062,25531
1062,25698
1062,26936
1062,28371
1062,28749
1062,31346
1062,32859
1062,33208
1062,33336
1062,33508
1062,33667
1062,34030
1062,34061
1062,34073
1063,808
1063,8190
1063,12155
1063,12404
1063,14011
1063,8981
1063,16935
1063,14744
1063,5436
1063,16955
1063,7778
1063,11779
1063,16954
1063,16941
1063,12122
1064,822
1065,16600
1065,16638
1065,11356
1065,16632
1065,16602
1065,7943
1065,8394
1065,14117
1065,16662
1065,16676
1065,5500
1066,69
1066,300
1066,726
1066,981
1066,1019
1066,2838
1066,3476
1066,1402
1066,2484
1066,2708
1066,102
1066,5778
1066,11389
1066,6378
1066,6082
1066,1194
1066,5724
1066,6391
1066,7631
1066,9210
1066,5421
1066,11394
1066,3792
1066,1392
1066,16791
1066,1253
1066,1284
1066,2028
1066,1581
1066,2510
1066,2792
1066,2509
1066,2429
1066,4235
1066,1645
1066,16817
1066,1170
1067,250
1067,808
1067,2376
1067,156
1067,5930
1067,5166
1067,1641
1067,2937
1067,10033
1067,3217
1067,1640
1067,2635
1067,6505
1067,9335
1067,187
1067,2591
1067,5156
1068,232
1068,283
1068,553
1068,551
1068,552
1068,1022
1068,1046
1068,2119
1068,1069
1068,1035
1068,1747
1068,1608
1068,6347
1068,1115
1068,1615
1068,2340
1068,1253
1068,1711
1069,283
1069,481
1069,553
1069,551
1069,1022
1069,1046
1069,1068
1069,1686
1069,2119
1069,1115
1069,1816
1069,1564
1069,4664
1069,1608
1069,12713
1069,1227
1069,1857
1069,1560
1069,3798
1069,1711
1069,2330
1070,336
1070,366
1070,606
1070,696
1070,6492
1070,6239
1070,1457
1070,2914
1070,3702
1070,3555
1070,1325
1070,2571
1070,2187
1070,7620
1070,1976
1070,5004
1070,2476
1070,1882
1070,9361
1070,3146
1070,2172
1070,3650
1071,44
1071,16669
1071,16679
1071,16680
1071,16668
1071,15670
1071,1595
1071,16722
1071,5723
1071,16724
1071,4845
1071,16723
1071,10542
1071,16540
1071,16673
1071,1353
1071,14882
1071,11378
1071,16681
1071,1083
1071,15512
1071,8517
1071,1124
1071,7217
1072,44
1072,51
1072,596
1072,759
1072,1013
1072,14908
1072,8086
1072,10318
1072,16162
1072,6371
1072,1562
1072,10931
1072,14949
1072,5878
1072,12252
1072,11371
1072,12292
1072,8948
1072,16814
1072,16815
1072,8628
1072,1649
1072,1501
1072,16175
1072,11076
1072,16813
1072,3962
1072,3803
1072,8082
1072,15978
1072,3122
1072,9076
1072,16862
1072,16863
1072,1137
1072,6617
1072,7728
1072,15241
1072,12859
1072,7781
1072,16870
1072,13898
1072,10296
1072,14334
1072,16873
1073,44
1073,566
1073,613
1073,631
1073,634
1073,815
1073,879
1073,950
1073,974
1073,1013
1073,9810
1073,9744
1073,1124
1073,4029
1073,11380
1073,1377
1073,4028
1073,16883
1073,16886
1073,1456
1073,1143
1073,16291
1073,11325
1073,688
1073,4107
1073,16884
1073,9672
1073,1473
1073,714
1073,1938
1073,9402
1073,4092
1073,1364
1073,10940
1073,8545
1073,11589
1073,2229
1073,16885
1073,9590
1073,7417
1073,9753
1074,44
1074,612
1074,1083
1074,1110
1074,11611
1074,11876
1074,16688
1074,16784
1074,16799
1074,16994
1074,17011
1074,16995
1074,17012
1074,17013
1074,17014
1074,17019
1074,17024
1074,17030
1074,16993
1074,17031
1074,17020
1074,17010
1074,17029
1074,19212
1074,21953
1074,34137
1075,245
1075,498
1075,576
1075,566
1075,632
1075,610
1075,840
1075,880
1075,950
1075,976
1075,1016
1075,1004
1075,1008
1075,1015
1075,1013
1075,1135
1075,1339
1075,1341
1075,1401
1075,1499
1075,1485
1075,1554
1075,1598
1075,1938
1075,1917
1075,6068
1075,9034
1075,9046
1075,9047
1075,9358
1075,9349
1075,10614
1075,11282
1075,11568
1075,12627
1075,19599
1076,17
1076,71
1076,177
1076,620
1076,1007
1076,1009
1076,1049
1076,1605
1076,1651
1076,1650
1076,1660
1076,1877
1076,1887
1076,1985
1076,1986
1076,2151
1076,2625
1076,2954
1076,3641
1076,3700
1076,4093
1076,4113
1076,4776
1076,5420
1076,5781
1077,17
1077,118
1077,153
1077,304
1077,398
1077,480
1077,738
1077,822
1077,985
1077,1885
1077,2137
1077,3744
1077,2432
1077,3726
1077,2082
1077,16685
1077,8022
1077,3258
1077,16581
1077,2802
1077,1888
1077,3217
1077,1933
1077,2006
1077,1839
1077,4181
1077,3879
1077,3730
1077,187
1077,1761
1077,11354
1077,1733
1077,4415
1077,3240
1077,1060
1078,17
1078,397
1078,3552
1078,16603
1078,5244
1078,3351
1078,9029
1078,3217
1078,112
1078,1933
1079,17
1079,69
1079,248
1079,398
1079,444
1079,491
1079,515
1079,738
1079,793
1079,277
1079,1023
1079,5550
1079,8470
1079,2756
1079,511
1079,2600
1079,856
1079,2954
1079,4111
1079,2944
1079,4135
1079,1881
1079,6699
1079,5288
1079,16959
1079,2491
1079,1551
1079,3369
1079,5285
1079,3083
1080,24
1080,71
1080,133
1080,370
1080,444
1080,486
1080,505
1080,512
1080,733
1080,1076
1080,1659
1080,1642
1080,1660
1080,1670
1080,1658
1080,1855
1080,2067
1080,2210
1080,2331
1080,2337
1080,2490
1080,2973
1080,3712
1080,4999
1080,8419
1080,9007
1080,10939
1081,24
1081,226
1081,861
1081,989
1081,8496
1081,3189
1081,3584
1081,2322
1081,112
1081,5539
1081,16926
1081,5444
1081,16929
1081,6637
1081,16932
1081,10099
1081,8349
1081,1400
1081,2984
1081,9806
1081,3680
1082,27
1082,104
1082,263
1082,340
1082,375
1082,368
1082,395
1082,400
1082,436
1082,449
1082,915
1082,916
1082,960
1082,997
1082,1205
1082,1221
1082,1275
1082,1291
1082,863
1082,1423
1082,1930
1082,2041
1082,1986
1082,2145
1082,2139
1082,2136
1082,2213
1082,2486
1082,2591
1082,2542
1082,2650
1082,2669
1082,2836
1082,2882
1082,2954
1082,3096
1082,3291
1082,3344
1082,3403
1082,3492
1082,3493
1082,3598
1082,3678
1082,3697
1082,3729
1082,3724
1082,4180
1082,4422
1082,4843
1082,4983
1082,5278
1082,5335
1082,5539
1082,5559
1082,5653
1082,6099
1082,6297
1082,8458
1082,9506
1082,13817
1082,22679
1083,44
1083,612
1083,11231
1083,16787
1083,1074
1083,12526
1083,16805
1083,1110
1083,16799
1083,16806
1083,11611
1083,16795
1083,16597
1083,1139
1083,16696
1083,16688
1083,16689
1083,16798
1083,16793
1083,16784
1083,3820
1083,16871
1083,16872
1084,44
1084,597
1084,683
1084,737
1084,1338
1084,1124
1084,12454
1084,14559
1084,14413
1084,16647
1084,1377
1084,9089
1084,11378
1085,33
1085,1884
1085,1928
1085,3476
1085,3628
1085,3771
1085,5126
1085,5758
1085,8360
1085,9763
1085,10433
1085,10730
1085,10750
1085,10844
1085,10966
1085,11188
1085,11834
1085,11843
1085,11880
1085,11951
1085,12002
1085,12187
1085,12670
1085,15131
1085,15232
1085,15436
1085,16392
1085,16537
1085,18293
1085,19101
1085,19397
1085,23150
1085,23253
1085,23540
1085,25041
1085,25336
1085,26794
1085,26967
1085,29650
1085,29914
1085,32557
1085,33977
1086,33
1086,45
1086,52
1086,482
1086,521
1086,498
1086,576
1086,596
1086,628
1086,759
1086,840
1086,815
1086,943
1086,1017
1086,1073
1086,6916
1086,16900
1086,16908
1086,9847
1086,16910
1086,1572
1086,16336
1086,4723
1086,1909
1086,1160
1086,9992
1086,3770
1086,6407
1086,12627
1086,12971
1086,10932
1086,11661
1086,1202
1086,11960
1086,1090
1086,16964
1086,13699
1086,1233
1086,15974
1086,9553
1086,17023
1086,11148
1086,17040
1086,17046
1086,17047
1086,9550
1086,643
1086,9753
1086,1114
1086,8305
1086,1501
1086,9358
1086,9983
1086,1359
1086,17073
1086,13390
1086,1353
1086,17074
1086,10770
1086,615
1086,616
1086,1368
1086,942
1086,9133
1086,1294
1086,1905
1086,1586
1086,9551
1086,12189
1086,12446
1086,11636
1086,10933
1086,10319
1086,1088
1086,10875
1086,9349
1086,1433
1086,1363
1086,10330
1086,3803
1086,1375
1086,17182
1086,1395
1086,8849
1086,5177
1086,9539
1086,608
1087,33
1087,1114
1087,9357
1087,17243
1087,17212
1087,17251
1087,17246
1087,6896
1087,17245
1087,11445
1087,17226
1087,12249
1087,17244
1087,17249
1087,4744
1087,13016
1087,17250
1087,17213
1087,16255
1088,33
1088,53
1088,594
1088,948
1088,1017
1088,1594
1088,9452
1088,3725
1088,17397
1088,16291
1088,1556
1088,6560
1088,9555
1088,9982
1088,1573
1088,689
1088,17347
1088,1353
1088,615
1088,5177
1088,9672
1088,12189
1088,11424
1088,3346
1088,1395
1088,17482
1088,17483
1088,17484
1089,33
1089,9356
1089,10591
1089,17551
1089,7106
1089,17567
1089,12059
1089,17693
1089,17694
1089,17709
1089,10642
1089,17711
1089,17712
1089,11246
1089,17726
1089,11707
1089,17751
1089,17591
1089,6220
1089,863
1089,17801
1089,15215
1089,10360
1089,8119
1089,13539
1089,17809
1089,8845
1089,13694
1089,6814
1089,13445
1089,3532
1089,13739
1089,14085
1089,11952
1089,7382
1089,17855
1089,17856
1089,17857
1089,17858
1089,17868
1089,7140
1089,17869
1089,17874
1089,1395
1089,17889
1089,17890
1089,17891
1089,6459
1090,33
1090,625
1090,694
1090,880
1090,1114
1090,1087
1090,11322
1090,11197
1090,10318
1090,18048
1090,18049
1090,1471
1090,11407
1090,16845
1090,17045
1090,10591
1090,10550
1090,18068
1090,17065
1090,18071
1090,2289
1090,11412
1090,17061
1090,18088
1090,18089
1090,1339
1090,15663
1090,18090
1090,11421
1090,9239
1090,9540
1090,17451
1090,2495
1090,5177
1090,18096
1091,24
1091,94
1091,134
1091,363
1091,463
1091,637
1091,1602
1091,8269
1091,1877
1091,4113
1091,3133
1091,3534
1091,5892
1091,2948
1091,2756
1091,2652
1091,4770
1091,4134
1091,1358
1091,3567
1091,16970
1091,3089
1091,3146
1091,2491
1091,1923
1091,1855
1091,16940
1091,4068
1091,3597
1091,5802
1091,3432
1091,4776
1091,3067
1091,2187
1091,1169
1091,1207
1091,1141
1092,30
1092,6315
1092,11207
1092,11362
1092,13015
1092,18172
1092,20816
1092,21952
1092,24035
1092,24402
1092,24862
1092,29498
1093,382
1093,1651
1093,1237
1093,4871
1093,2272
1093,4449
1093,3700
1094,30
1094,160
1094,173
1094,200
1094,201
1094,248
1094,211
1094,242
1094,234
1094,361
1094,420
1094,715
1094,658
1094,700
1094,757
1094,919
1094,965
1094,1006
1094,977
1094,1014
1094,1123
1094,1111
1094,1138
1094,1273
1094,2084
1094,2187
1094,2281
1094,2541
1094,2756
1094,2783
1094,2948
1094,3657
1094,3685
1094,4228
1094,17072
1095,30
1095,7447
1095,7445
1095,15914
1095,16923
1095,16010
1095,16930
1095,16211
1095,6167
1095,10960
1095,16931
1095,16933
1095,15905
1095,4957
1095,6392
1095,10754
1095,16944
1095,16945
1095,16946
1095,14176
1095,16947
1095,7710
1095,16948
1095,16949
1095,16950
1095,10971
1095,16951
1095,16953
1096,30
1096,545
1096,11780
1096,14862
1096,13869
1096,17086
1096,12966
1096,17104
1096,17092
1096,3854
1096,5320
1096,4671
1096,3873
1096,17098
1096,16951
1096,7801
1096,9074
1096,17085
1096,11817
1096,3750
1096,17089
1096,5810
1096,15228
1096,15861
1096,17088
1096,17087
1096,2849
1096,16779
1096,17247
1096,17248
1096,16947
1096,17253
1096,17254
1096,3103
1096,17255
1096,6107
1096,17264
1096,3107
1096,8471
1096,6464
1096,7710
1096,3104
1096,6002
1096,8361
1096,15853
1096,7997
1096,3996
1096,17292
1096,10963
1096,15116
1096,17309
1096,1736
1096,17312
1096,17320
1096,17339
1096,17349
1096,17356
1096,17361
1096,17362
1096,17367
1096,17368
1096,17369
1096,14965
1096,17376
1096,17400
1096,7638
1096,17401
1096,17408
1096,12947
1096,6063
1096,17409
1096,15910
1096,16010
1096,17258
1096,10817
1096,2251
1096,17528
1096,17529
1096,17530
1096,9068
1096,4211
1096,17538
1096,17539
1096,17540
1096,17541
1096,8142
1096,8369
1096,17542
1096,9372
1096,17547
1096,17548
1096,17549
1096,14847
1096,15066
1096,17568
1096,5000
1096,10491
1096,8232
1096,13637
1096,10699
1096,3709
1096,17586
1096,10974
1096,17696
1096,10353
1096,16715
1096,10503
1096,17697
1096,10532
1096,11784
1096,17714
1096,7954
1096,17716
1096,7331
1096,15062
1096,15773
1096,15496
1096,17728
1096,15997
1096,17729
1096,17741
1096,11676
1096,13800
1096,17750
1096,3102
1096,7089
1096,10529
1096,17760
1096,17761
1096,10737
1096,12091
1096,10432
1096,17811
1096,17812
1096,6582
1096,17834
1096,17839
1096,17853
1096,17854
1096,15766
1096,8145
1096,17872
1096,17873
1096,16650
1096,17879
1096,10683
1096,17880
1096,9101
1096,17881
1096,17882
1096,17888
1096,17898
1096,9115
1096,4687
1097,44
1097,1484
1097,2641
1097,3194
1097,5423
1097,9418
1097,9944
1097,11561
1097,16353
1097,16938
1097,16958
1097,20487
1098,33
1098,9501
1098,2163
1098,12847
1098,17507
1098,11891
1098,15990
1098,17480
1098,17514
1098,5256
1098,17532
1098,17508
1098,16160
1098,17519
1098,17499
1098,17521
1098,6004
1098,17505
1098,10383
1098,4135
1098,17481
1098,17479
1098,4829
1098,17488
1098,17520
1098,6595
1098,14402
1098,12148
1099,33
1099,527
1099,1006
1099,16967
1099,9872
1099,9199
1099,9131
1099,16963
1099,11807
1099,16971
1099,16960
1099,8511
1099,6285
1099,16969
1099,16968
1099,17051
1099,5978
1099,10505
1099,17052
1099,17058
1099,15387
1099,17101
1099,17102
1099,17103
1099,10477
1099,7533
1099,17107
1099,17108
1099,17113
1099,4721
1099,17120
1099,3791
1099,17128
1099,5476
1099,17137
1099,17169
1099,10434
1099,15976
1099,17185
1099,17186
1099,17195
1099,17196
1099,17203
1099,17204
1099,17205
1099,17209
1099,7846
1099,2075
1099,17224
1099,4333
1099,17230
1099,11450
1099,2620
1099,17239
1099,17240
1099,17263
1099,6290
1099,13227
1099,10920
1099,11551
1099,13350
1099,17270
1099,4565
1099,12593
1099,5110
1099,17294
1099,15834
1099,17298
1099,17299
1099,17300
1099,17301
1099,17304
1099,17305
1099,17306
1099,17315
1099,17316
1099,10172
1099,6368
1099,3281
1099,17330
1099,17331
1099,17332
1099,17340
1099,2971
1099,5446
1099,2561
1100,33
1100,318
1100,596
1100,852
1100,863
1100,1108
1100,9349
1100,15840
1100,17791
1100,10831
1100,3803
1100,9008
1100,9388
1100,10979
1100,13655
1100,6916
1100,18018
1100,2653
1100,7076
1100,7373
1100,18029
1100,9605
1100,6407
1100,9586
1100,17220
1101,27
1101,224
1101,300
1101,395
1101,410
1101,676
1101,3397
1101,3086
1101,2703
1101,1963
1101,3994
1101,16976
1101,4799
1101,4966
1101,5373
1101,310
1101,742
1101,4979
1101,2816
1101,1270
1101,1474
1101,3045
1101,413
1101,6226
1101,6180
1101,3305
1101,1117
1101,1544
1101,17141
1101,2123
1101,3329
1101,2668
1101,1442
1101,4930
1101,17154
1101,4248
1101,3675
1102,27
1102,116
1102,225
1102,351
1102,536
1102,559
1102,638
1102,752
1102,997
1102,1117
1102,1118
1102,1119
1102,1115
1102,1265
1102,1706
1102,2029
1102,2129
1102,3484
1102,3428
1102,3599
1102,5835
1102,5978
1102,6942
1102,7455
1102,7974
1102,8669
1102,9309
1102,9657
1102,11083
1102,11610
1102,12174
1102,12625
1102,13598
1102,14160
1102,17197
1102,18826
1102,19089
1102,19225
1102,19986
1102,20073
1102,22945
1102,24125
1102,24679
1102,24689
1102,25654
1102,26244
1102,27139
1102,28576
1102,30929
1102,31544
1102,31622
1102,32349
1102,32399
1102,32763
1102,32962
1102,33853
1102,33955
1103,27
1103,66
1103,359
1103,427
1103,513
1103,8237
1103,4818
1103,569
1103,358
1103,1853
1103,6476
1103,3682
1103,17623
1103,1772
1103,1709
1103,1295
1103,17636
1103,1299
1103,484
1103,3676
1103,7795
1103,6350
1103,3607
1103,310
1104,18
1104,1781
1104,1845
1104,1923
1104,2252
1104,2434
1104,2465
1104,2531
1104,4696
1104,5817
1104,6343
1104,7508
1104,7530
1104,8705
1104,8729
1104,8965
1104,9052
1104,9297
1104,9636
1104,9715
1104,9759
1104,10298
1104,12148
1104,13509
1104,15246
1104,16548
1104,19187
1104,20472
1104,21253
1104,23577
1104,24189
1104,24198
1104,26616
1104,27776
1104,31107
1104,33298
1105,18
1105,73
1105,498
1105,17158
1105,17178
1105,17179
1105,17175
1105,17087
1105,17174
1105,17177
1105,17167
1105,17164
1105,17176
1105,17166
1105,13786
1105,17159
1105,17157
1105,15397
1105,16925
1105,17214
1105,7083
1105,17215
1105,17216
1105,17217
1105,17218
1105,17221
1105,17222
1105,17223
1105,17231
1105,17232
1105,17234
1105,17235
1105,17236
1105,17237
1105,17241
1105,17242
1105,17256
1105,17257
1105,17258
1105,13144
1105,12549
1105,17259
1105,17260
1105,17261
1105,1482
1105,17265
1105,17266
1105,6535
1105,8580
1105,17271
1105,5531
1105,17272
1105,17273
1105,17274
1105,3648
1105,17281
1105,17282
1105,17283
1105,17287
1105,17288
1105,17289
1105,17296
1105,17297
1105,17324
1105,1184
1105,17325
1105,12583
1105,17326
1105,17327
1105,17187
1105,17379
1105,17385
1105,17386
1105,17387
1105,17388
1105,1837
1105,17419
1105,17431
1105,17435
1105,17436
1105,17437
1105,17441
1105,11442
1105,13461
1105,4453
1105,17443
1105,17444
1105,958
1105,17445
1105,17450
1105,17451
1105,17452
1105,3169
1105,17453
1105,2155
1105,17454
1105,17455
1105,17459
1105,17460
1105,17461
1105,17462
1105,17463
1105,17464
1105,17465
1105,17466
1105,312
1105,17474
1105,17475
1105,17476
1105,17477
1105,17478
1105,17352
1105,1868
1105,17485
1105,17486
1105,12482
1105,17487
1105,17494
1105,16225
1105,17495
1105,4393
1105,17127
1105,7629
1105,17500
1105,1244
1105,17501
1105,17502
1105,6499
1105,8693
1105,17518
1105,14072
1105,17524
1105,17525
1105,4074
1105,17526
1105,9787
1105,1397
1105,17531
1105,972
1105,17533
1105,10888
1105,17554
1105,17555
1105,17556
1105,17557
1105,17558
1105,17559
1105,17560
1105,17569
1105,2191
1105,8364
1105,8007
1105,17571
1105,17572
1105,17574
1105,17585
1105,17598
1105,17599
1105,6362
1105,17600
1105,17601
1105,17608
1105,7016
1105,17610
1105,17611
1105,14477
1105,6512
1105,17624
1105,10429
1105,2676
1105,17633
1105,17635
1105,17640
1105,13081
1105,1727
1105,17641
1105,17642
1105,17643
1105,16156
1105,17649
1105,17650
1105,17651
1105,17652
1105,16208
1105,17656
1105,9411
1105,17660
1105,17661
1105,17666
1105,14493
1105,17667
1105,17672
1105,16899
1105,17673
1105,17674
1105,6800
1105,17677
1105,15408
1105,17678
1105,17132
1105,3209
1105,17679
1105,17680
1105,17681
1106,17018
1107,884
1107,16528
1107,14775
1107,17198
1107,14086
1107,9240
1107,4717
1107,15951
1107,14615
1107,4716
1107,11868
1107,4107
1107,11507
1107,15993
1107,14521
1107,12200
1107,17210
1107,11964
1107,9087
1107,9094
1107,9092
1107,9239
1107,1848
1107,13584
1108,44
1108,46
1108,610
1108,707
1108,754
1108,842
1108,976
1108,1011
1108,1008
1108,1010
1108,9255
1108,9540
1108,1848
1108,1499
1108,8757
1108,1364
1108,9402
1108,688
1108,1908
1108,11215
1108,11380
1108,7024
1108,9279
1108,9862
1108,9280
1108,1381
1108,1315
1108,9253
1108,9590
1108,1294
1109,44
1109,1097
1109,3222
1109,5959
1109,9544
1109,11163
1109,11405
1109,11463
1109,11752
1109,13581
1109,15512
1109,16345
1109,16647
1109,16915
1109,18071
1109,18671
1109,19506
1109,19747
1109,21852
1109,22468
1109,23132
1109,23675
1109,24836
1109,24921
1109,29834
1109,34100
1110,44
1110,612
1110,1083
1110,1074
1110,17131
1110,4036
1110,6354
1110,17143
1110,17130
1110,17132
1110,16422
1110,17136
1110,16688
1110,1139
1110,17148
1110,16598
1110,17152
1110,16798
1110,17147
1110,11611
1110,17146
1110,11645
1110,17220
1110,16786
1111,24
1111,25
1111,158
1111,204
1111,211
1111,361
1111,409
1111,419
1111,488
1111,795
1111,865
1111,1094
1111,310
1111,2110
1111,756
1111,1276
1111,1966
1111,1700
1111,474
1111,3558
1111,3109
1111,16489
1111,4106
1111,4375
1111,1125
1112,33
1112,1057
1112,10479
1112,3975
1112,9959
1112,9091
1112,1446
1112,9349
1112,16702
1112,16698
1112,15475
1112,1341
1112,1433
1112,11206
1112,9553
1112,10478
1112,11773
1112,7894
1112,11211
1112,11340
1112,11326
1112,9810
1112,11584
1112,13654
1112,16678
1113,33
1113,46
1113,50
1113,613
1113,1142
1113,12016
1113,11326
1113,11054
1113,11661
1113,8305
1113,1339
1113,1368
1114,33
1114,207
1114,506
1114,880
1114,1017
1114,15160
1114,4169
1114,16336
1114,13908
1114,1090
1114,10324
1114,2593
1114,6881
1114,17050
1114,17060
1114,17059
1114,11412
1114,17065
1114,17057
1114,17066
1114,7266
1114,14560
1114,17061
1114,15314
1114,17049
1114,1087
1114,17063
1114,16845
1114,17090
1114,5031
1114,9488
1115,27
1115,128
1115,311
1115,351
1115,551
1115,1068
1115,1069
1115,2709
1115,1608
1115,1747
1115,1497
1115,4309
1115,7006
1115,1615
1115,3060
1115,766
1115,8741
1115,5540
1115,1711
1115,5095
1115,10337
1115,1807
1115,1728
1115,2780
1115,1465
1115,1816
1116,27
1116,100
1116,104
1116,193
1116,263
1116,436
1116,715
1116,803
1116,985
1116,1048
1116,1059
1116,1060
1116,3698
1116,1178
1116,2549
1116,2835
1116,8479
1116,6127
1116,2486
1116,7453
1116,982
1116,1221
1116,1327
1116,227
1116,3009
1116,1933
1116,2861
1116,5444
1116,2483
1116,4587
1116,2571
1116,1279
1116,1258
1116,4111
1116,3779
1116,3274
1116,2541
1117,27
1117,196
1117,212
1117,192
1117,236
1117,351
1117,402
1117,395
1117,775
1117,941
1117,2085
1117,4383
1117,4601
1117,2109
1117,2992
1117,2070
1117,1912
1117,4525
1117,17129
1117,17155
1117,3718
1117,4474
1117,4475
1118,27
1118,71
1118,103
1118,309
1118,340
1118,332
1118,1121
1118,97
1118,2903
1118,2298
1118,2321
1118,3533
1118,2115
1118,2103
1118,4423
1118,3265
1118,1964
1118,3114
1118,1646
1118,1881
1118,8587
1118,12066
1118,1783
1118,3291
1118,3240
1118,2652
1118,3184
1118,3515
1118,1644
1118,4277
1118,1887
1119,27
1119,128
1119,5564
1119,5556
1119,2400
1119,3875
1119,1526
1119,229
1119,1443
1119,3060
1119,6136
1119,4489
1119,1410
1119,1362
1119,12442
1119,2346
1120,18
1120,126
1120,409
1120,513
1120,510
1120,512
1120,575
1120,699
1120,738
1120,967
1120,1031
1120,3634
1120,1993
1120,2083
1120,17665
1120,6253
1120,1604
1120,1798
1120,9615
1120,2298
1120,1210
1120,9565
1120,2313
1120,2932
1120,9142
1120,8739
1120,57
1121,18
1121,175
1121,479
1121,967
1121,1118
1121,1123
1121,1622
1121,1966
1121,2166
1121,2272
1121,2313
1121,2389
1121,3088
1121,3108
1121,4383
1121,4500
1121,4871
1121,5156
1121,5228
1121,5429
1121,9655
1121,17097
1122,18
1122,122
1122,479
1122,732
1122,2217
1122,1459
1122,2283
1122,3665
1122,1419
1122,3415
1122,2537
1122,10756
1122,8375
1122,4681
1122,2517
1122,2241
1122,3551
1122,3228
1122,9272
1122,2716
1122,1844
1122,3162
1122,5367
1122,716
1122,3475
1122,17197
1122,9276
1123,18
1123,99
1123,132
1123,134
1123,165
1123,329
1123,409
1123,486
1123,458
1123,513
1123,510
1123,693
1123,713
1123,1049
1123,1121
1123,1094
1123,569
1123,474
1123,1643
1123,2432
1123,2176
1123,3082
1123,1398
1123,475
1123,1869
1123,1650
1123,2151
1123,1179
1123,4423
1123,511
1123,15254
1123,2180
1123,2948
1123,8022
1123,5353
1123,2201
1123,1497
1123,1754
1123,2526
1123,2336
1123,2542
1123,17317
1123,1291
1123,1125
1123,3668
1123,3598
1123,2058
1123,5007
1123,1147
1123,580
1123,3824
1123,2984
1123,1206
1123,5740
1123,3479
1123,1327
1123,439
1123,418
1123,97
1123,8530
1123,5698
1123,1605
1124,44
1124,631
1124,816
1124,1004
1124,1073
1124,1084
1124,12292
1124,17172
1124,5328
1124,15747
1124,9534
1124,1571
1124,11248
1124,14559
1124,1382
1124,12568
1124,714
1124,689
1124,9590
1124,9746
1125,24
1125,99
1125,135
1125,173
1125,153
1125,202
1125,211
1125,340
1125,361
1125,398
1125,409
1125,419
1125,423
1125,488
1125,590
1125,637
1125,690
1125,696
1125,711
1125,713
